"","Death_ID","Death_Date","final_lat","final_lon","Hurricane","TIC"
"382322","1985_59689",1985-08-29,26.162221,-81.792021,"ELENA",-3
"382323","1985_59690",1985-08-29,30.77557,-85.239172,"ELENA",-3
"382324","1985_59691",1985-08-29,27.984219,-82.436582,"ELENA",-3
"382325","1985_59692",1985-08-29,27.971151,-82.447738,"ELENA",-3
"382326","1985_59693",1985-08-29,26.004741,-80.209721,"ELENA",-3
"382327","1985_59694",1985-08-29,26.137899,-80.262145,"ELENA",-3
"382328","1985_59695",1985-08-29,26.169948,-80.102702,"ELENA",-3
"382329","1985_59696",1985-08-29,26.160078,-80.275092,"ELENA",-3
"382330","1985_59697",1985-08-29,26.114959,-80.177973,"ELENA",-3
"382331","1985_59698",1985-08-29,25.978358,-80.120052,"ELENA",-3
"382332","1985_59699",1985-08-29,26.386754,-80.173418,"ELENA",-3
"382335","1985_59702",1985-08-29,29.247463,-81.021111,"ELENA",-3
"382337","1985_59704",1985-08-29,27.079534,-80.145451,"ELENA",-3
"382338","1985_59705",1985-08-29,26.636572,-80.113446,"ELENA",-3
"382339","1985_59706",1985-08-29,28.766628,-81.291734,"ELENA",-3
"382340","1985_59707",1985-08-29,28.477279,-81.318026,"ELENA",-3
"382341","1985_59708",1985-08-29,25.746379,-80.267342,"ELENA",-3
"382343","1985_59710",1985-08-29,25.692777,-80.165435,"ELENA",-3
"382344","1985_59711",1985-08-29,25.845053,-80.146211,"ELENA",-3
"382345","1985_59712",1985-08-29,25.624438,-80.363075,"ELENA",-3
"382346","1985_59713",1985-08-29,25.934713,-80.135731,"ELENA",-3
"382347","1985_59714",1985-08-29,25.951373,-80.16656,"ELENA",-3
"382348","1985_59715",1985-08-29,25.960591,-80.198622,"ELENA",-3
"382349","1985_59716",1985-08-29,25.745943,-80.243411,"ELENA",-3
"382350","1985_59717",1985-08-29,25.932913,-80.225981,"ELENA",-3
"382351","1985_59718",1985-08-29,25.810648,-80.216602,"ELENA",-3
"382352","1985_59719",1985-08-29,25.839241,-80.222459,"ELENA",-3
"382353","1985_59720",1985-08-29,25.703518,-80.307863,"ELENA",-3
"382354","1985_59721",1985-08-29,25.90369,-80.189029,"ELENA",-3
"382355","1985_59722",1985-08-29,25.772651,-80.135967,"ELENA",-3
"382356","1985_59723",1985-08-29,26.199181,-80.238527,"ELENA",-3
"382357","1985_59724",1985-08-29,27.534814,-81.814202,"ELENA",-3
"382358","1985_59725",1985-08-29,30.58753,-84.606019,"ELENA",-3
"382359","1985_59726",1985-08-29,25.886759,-80.197722,"ELENA",-3
"382360","1985_59727",1985-08-29,26.166343,-80.14859,"ELENA",-3
"382361","1985_59728",1985-08-29,25.789817,-80.237824,"ELENA",-3
"382362","1985_59729",1985-08-29,25.780156,-80.218472,"ELENA",-3
"382363","1985_59730",1985-08-29,29.244405,-81.050304,"ELENA",-3
"382364","1985_59731",1985-08-29,28.159343,-81.975961,"ELENA",-3
"382365","1985_59732",1985-08-29,28.164579,-81.848703,"ELENA",-3
"382366","1985_59733",1985-08-29,26.599614,-80.061683,"ELENA",-3
"382367","1985_59734",1985-08-29,26.511739,-80.083982,"ELENA",-3
"382368","1985_59735",1985-08-29,28.659124,-81.279278,"ELENA",-3
"382369","1985_59736",1985-08-29,28.574299,-81.479722,"ELENA",-3
"382370","1985_59737",1985-08-29,27.997311,-82.472516,"ELENA",-3
"382372","1985_59739",1985-08-29,26.262754,-80.237965,"ELENA",-3
"382373","1985_59740",1985-08-29,25.848968,-80.173643,"ELENA",-3
"382374","1985_59741",1985-08-29,25.83592,-80.192382,"ELENA",-3
"382375","1985_59742",1985-08-29,25.767689,-80.205852,"ELENA",-3
"382376","1985_59743",1985-08-29,26.502543,-80.081411,"ELENA",-3
"382377","1985_59744",1985-08-29,28.03346,-82.500803,"ELENA",-3
"382378","1985_59745",1985-08-29,28.016958,-82.132191,"ELENA",-3
"382379","1985_59746",1985-08-29,28.03918,-82.459327,"ELENA",-3
"382380","1985_59747",1985-08-29,28.325301,-80.738062,"ELENA",-3
"382381","1985_59748",1985-08-29,26.107304,-80.153422,"ELENA",-3
"382382","1985_59749",1985-08-29,26.196465,-80.097802,"ELENA",-3
"382383","1985_59750",1985-08-29,26.108168,-80.135612,"ELENA",-3
"382384","1985_59751",1985-08-29,26.135682,-80.12195,"ELENA",-3
"382387","1985_59754",1985-08-29,25.756718,-80.225672,"ELENA",-3
"382388","1985_59755",1985-08-29,25.84896,-80.184702,"ELENA",-3
"382389","1985_59756",1985-08-29,25.892928,-80.167192,"ELENA",-3
"382390","1985_59757",1985-08-29,25.772717,-80.132381,"ELENA",-3
"382391","1985_59758",1985-08-29,25.853148,-80.127813,"ELENA",-3
"382392","1985_59759",1985-08-29,25.440437,-80.482687,"ELENA",-3
"382393","1985_59760",1985-08-29,29.097264,-81.034838,"ELENA",-3
"382394","1985_59761",1985-08-29,29.242777,-81.058432,"ELENA",-3
"382395","1985_59762",1985-08-29,28.603643,-81.259212,"ELENA",-3
"382396","1985_59763",1985-08-29,28.641926,-81.230353,"ELENA",-3
"382397","1985_59764",1985-08-29,28.87783,-81.247881,"ELENA",-3
"382402","1985_59769",1985-08-29,27.366698,-81.409036,"ELENA",-3
"382405","1985_59772",1985-08-29,25.990086,-80.150719,"ELENA",-3
"382406","1985_59773",1985-08-29,26.369374,-80.1777,"ELENA",-3
"382407","1985_59774",1985-08-29,30.472723,-87.265523,"ELENA",-3
"382410","1985_59777",1985-08-29,26.217487,-80.198091,"ELENA",-3
"382411","1985_59778",1985-08-29,26.176533,-80.212285,"ELENA",-3
"382412","1985_59779",1985-08-29,25.996729,-80.269549,"ELENA",-3
"382413","1985_59780",1985-08-29,26.002733,-80.15701,"ELENA",-3
"382414","1985_59781",1985-08-29,26.046894,-80.207566,"ELENA",-3
"382415","1985_59782",1985-08-29,26.20252,-80.121402,"ELENA",-3
"382416","1985_59783",1985-08-29,30.221821,-85.650663,"ELENA",-3
"382420","1985_59787",1985-08-29,27.455662,-81.474533,"ELENA",-3
"382421","1985_59788",1985-08-29,28.018573,-81.960252,"ELENA",-3
"382422","1985_59789",1985-08-29,28.030844,-81.753822,"ELENA",-3
"382423","1985_59790",1985-08-29,26.501863,-82.089843,"ELENA",-3
"382424","1985_59791",1985-08-29,27.327237,-80.344057,"ELENA",-3
"382428","1985_59795",1985-08-29,28.685118,-81.314576,"ELENA",-3
"382429","1985_59796",1985-08-29,28.563931,-81.273662,"ELENA",-3
"382430","1985_59797",1985-08-29,28.263441,-81.447528,"ELENA",-3
"382431","1985_59798",1985-08-29,25.768888,-80.359382,"ELENA",-3
"382432","1985_59799",1985-08-29,25.834278,-80.219663,"ELENA",-3
"382433","1985_59800",1985-08-29,25.890196,-80.16935,"ELENA",-3
"382434","1985_59801",1985-08-29,25.774393,-80.352991,"ELENA",-3
"382435","1985_59802",1985-08-29,25.806258,-80.223003,"ELENA",-3
"382436","1985_59803",1985-08-29,25.813004,-80.256599,"ELENA",-3
"382437","1985_59804",1985-08-29,30.469025,-87.215839,"ELENA",-3
"382438","1985_59805",1985-08-29,30.414065,-87.305395,"ELENA",-3
"382439","1985_59806",1985-08-29,26.59086,-80.070563,"ELENA",-3
"382440","1985_59807",1985-08-29,26.692178,-80.07506,"ELENA",-3
"382443","1985_59810",1985-08-29,26.429913,-80.070441,"ELENA",-3
"382444","1985_59811",1985-08-29,27.905801,-82.269283,"ELENA",-3
"382445","1985_59812",1985-08-29,26.021733,-80.262031,"ELENA",-3
"382446","1985_59813",1985-08-29,26.233316,-80.161594,"ELENA",-3
"382447","1985_59814",1985-08-29,26.235012,-80.144671,"ELENA",-3
"382448","1985_59815",1985-08-29,26.025618,-80.175962,"ELENA",-3
"382449","1985_59816",1985-08-29,26.229041,-80.123182,"ELENA",-3
"382450","1985_59817",1985-08-29,26.243869,-80.226003,"ELENA",-3
"382451","1985_59818",1985-08-29,26.252423,-80.177191,"ELENA",-3
"382452","1985_59819",1985-08-29,30.153427,-85.662504,"ELENA",-3
"382453","1985_59820",1985-08-29,28.03346,-82.500803,"ELENA",-3
"382455","1985_59822",1985-08-29,27.883323,-80.52367,"ELENA",-3
"382456","1985_59823",1985-08-29,27.621699,-80.385121,"ELENA",-3
"382457","1985_59824",1985-08-29,28.86036,-82.393263,"ELENA",-3
"382460","1985_59827",1985-08-29,28.045191,-81.924402,"ELENA",-3
"382461","1985_59828",1985-08-29,26.975886,-81.961843,"ELENA",-3
"382462","1985_59829",1985-08-29,27.633351,-80.420411,"ELENA",-3
"382463","1985_59830",1985-08-29,28.845334,-82.365515,"ELENA",-3
"382465","1985_59832",1985-08-29,30.545168,-83.875771,"ELENA",-3
"382467","1985_59834",1985-08-29,25.960591,-80.198622,"ELENA",-3
"382468","1985_59835",1985-08-29,26.055251,-80.153451,"ELENA",-3
"382469","1985_59836",1985-08-29,26.174463,-80.102002,"ELENA",-3
"382470","1985_59837",1985-08-29,26.01214,-80.245143,"ELENA",-3
"382471","1985_59838",1985-08-29,25.991087,-80.229245,"ELENA",-3
"382472","1985_59839",1985-08-29,26.106811,-80.248181,"ELENA",-3
"382473","1985_59840",1985-08-29,26.285633,-80.141641,"ELENA",-3
"382474","1985_59841",1985-08-29,29.353998,-81.071092,"ELENA",-3
"382476","1985_59843",1985-08-29,25.802732,-80.191028,"ELENA",-3
"382477","1985_59844",1985-08-29,25.806128,-80.246572,"ELENA",-3
"382478","1985_59845",1985-08-29,25.713403,-80.285696,"ELENA",-3
"382482","1985_59849",1985-08-29,28.675527,-81.371287,"ELENA",-3
"382485","1985_59852",1985-08-29,26.131099,-81.772576,"ELENA",-3
"382486","1985_59853",1985-08-29,27.317625,-80.350974,"ELENA",-3
"382487","1985_59854",1985-08-29,27.22487,-80.836611,"ELENA",-3
"382488","1985_59855",1985-08-29,30.38212,-87.269949,"ELENA",-3
"382489","1985_59856",1985-08-29,30.431044,-87.238973,"ELENA",-3
"382490","1985_59857",1985-08-29,30.413936,-87.252915,"ELENA",-3
"382497","1985_59864",1985-08-29,26.342706,-80.094534,"ELENA",-3
"382498","1985_59865",1985-08-29,28.641793,-81.342492,"ELENA",-3
"382502","1985_59869",1985-08-29,29.02619,-81.288853,"ELENA",-3
"382503","1985_59870",1985-08-29,27.196307,-80.278524,"ELENA",-3
"382504","1985_59871",1985-08-29,24.560634,-81.774653,"ELENA",-3
"382505","1985_59872",1985-08-29,26.015896,-80.300172,"ELENA",-3
"382506","1985_59873",1985-08-29,25.752412,-80.294551,"ELENA",-3
"382507","1985_59874",1985-08-29,25.855278,-80.305282,"ELENA",-3
"382508","1985_59875",1985-08-29,25.771801,-80.26044,"ELENA",-3
"382509","1985_59876",1985-08-29,25.892319,-80.131093,"ELENA",-3
"382510","1985_59877",1985-08-29,29.024931,-81.33239,"ELENA",-3
"382511","1985_59878",1985-08-29,28.550772,-81.35714,"ELENA",-3
"382515","1985_59882",1985-08-29,26.555594,-80.067038,"ELENA",-3
"382516","1985_59883",1985-08-29,26.629001,-80.075532,"ELENA",-3
"382517","1985_59884",1985-08-29,30.517198,-87.210746,"ELENA",-3
"382518","1985_59885",1985-08-29,30.394888,-87.267339,"ELENA",-3
"382519","1985_59886",1985-08-29,30.201596,-85.757685,"ELENA",-3
"382520","1985_59887",1985-08-29,26.163439,-80.100851,"ELENA",-3
"382521","1985_59888",1985-08-29,26.313801,-80.098312,"ELENA",-3
"382522","1985_59889",1985-08-29,26.170549,-80.148183,"ELENA",-3
"382523","1985_59890",1985-08-29,25.991164,-80.242371,"ELENA",-3
"382524","1985_59891",1985-08-29,26.219485,-80.091461,"ELENA",-3
"382525","1985_59892",1985-08-29,26.12822,-80.150702,"ELENA",-3
"382526","1985_59893",1985-08-29,26.251016,-80.131356,"ELENA",-3
"382527","1985_59894",1985-08-29,26.014128,-80.197962,"ELENA",-3
"382528","1985_59895",1985-08-29,26.162392,-80.233747,"ELENA",-3
"382529","1985_59896",1985-08-29,28.36043,-80.771512,"ELENA",-3
"382530","1985_59897",1985-08-29,28.166066,-80.690994,"ELENA",-3
"382531","1985_59898",1985-08-29,27.990926,-82.438663,"ELENA",-3
"382532","1985_59899",1985-08-29,28.016757,-81.77201,"ELENA",-3
"382533","1985_59900",1985-08-29,26.176043,-81.682672,"ELENA",-3
"382538","1985_59905",1985-08-30,28.901842,-82.375689,"ELENA",-2
"382544","1985_59911",1985-08-30,28.027698,-82.003841,"ELENA",-2
"382545","1985_59912",1985-08-30,28.028714,-81.765782,"ELENA",-2
"382548","1985_59915",1985-08-30,25.985973,-80.1269,"ELENA",-2
"382549","1985_59916",1985-08-30,26.129714,-80.1732,"ELENA",-2
"382550","1985_59917",1985-08-30,25.993523,-80.122689,"ELENA",-2
"382551","1985_59918",1985-08-30,30.183709,-85.693969,"ELENA",-2
"382552","1985_59919",1985-08-30,27.605068,-81.511642,"ELENA",-2
"382553","1985_59920",1985-08-30,26.953481,-80.090381,"ELENA",-2
"382555","1985_59922",1985-08-30,28.554243,-81.457672,"ELENA",-2
"382556","1985_59923",1985-08-30,28.557971,-81.31964,"ELENA",-2
"382557","1985_59924",1985-08-30,28.552238,-81.371817,"ELENA",-2
"382558","1985_59925",1985-08-30,29.188246,-81.012482,"ELENA",-2
"382559","1985_59926",1985-08-30,29.223984,-81.024444,"ELENA",-2
"382560","1985_59927",1985-08-30,29.282255,-81.057634,"ELENA",-2
"382562","1985_59929",1985-08-30,29.207785,-81.021095,"ELENA",-2
"382563","1985_59930",1985-08-30,27.999059,-82.48733,"ELENA",-2
"382564","1985_59931",1985-08-30,25.781538,-80.268033,"ELENA",-2
"382565","1985_59932",1985-08-30,25.847143,-80.18313,"ELENA",-2
"382566","1985_59933",1985-08-30,25.790894,-80.228701,"ELENA",-2
"382567","1985_59934",1985-08-30,25.770259,-80.216282,"ELENA",-2
"382568","1985_59935",1985-08-30,26.050417,-80.148702,"ELENA",-2
"382569","1985_59936",1985-08-30,25.908428,-80.210533,"ELENA",-2
"382570","1985_59937",1985-08-30,25.782099,-80.201382,"ELENA",-2
"382571","1985_59938",1985-08-30,25.770698,-80.211823,"ELENA",-2
"382572","1985_59939",1985-08-30,25.764868,-80.290202,"ELENA",-2
"382573","1985_59940",1985-08-30,25.790543,-80.147811,"ELENA",-2
"382574","1985_59941",1985-08-30,27.088518,-80.151198,"ELENA",-2
"382579","1985_59946",1985-08-30,28.602948,-81.356492,"ELENA",-2
"382580","1985_59947",1985-08-30,25.776248,-80.253152,"ELENA",-2
"382581","1985_59948",1985-08-30,25.731433,-80.403611,"ELENA",-2
"382582","1985_59949",1985-08-30,25.825277,-80.288101,"ELENA",-2
"382585","1985_59952",1985-08-30,29.479753,-81.221197,"ELENA",-2
"382586","1985_59953",1985-08-30,30.428173,-84.215626,"ELENA",-2
"382589","1985_59956",1985-08-30,25.948413,-80.156734,"ELENA",-2
"382590","1985_59957",1985-08-30,29.564468,-81.217888,"ELENA",-2
"382592","1985_59959",1985-08-30,28.881968,-81.278092,"ELENA",-2
"382593","1985_59960",1985-08-30,26.03644,-80.244752,"ELENA",-2
"382597","1985_59964",1985-08-30,26.192347,-81.699743,"ELENA",-2
"382598","1985_59965",1985-08-30,26.11748,-81.734891,"ELENA",-2
"382602","1985_59969",1985-08-30,26.222529,-80.129847,"ELENA",-2
"382603","1985_59970",1985-08-30,26.211444,-80.093192,"ELENA",-2
"382604","1985_59971",1985-08-30,26.209768,-80.110732,"ELENA",-2
"382605","1985_59972",1985-08-30,28.02634,-82.121583,"ELENA",-2
"382607","1985_59974",1985-08-30,28.008316,-82.45626,"ELENA",-2
"382608","1985_59975",1985-08-30,28.35065,-82.64604,"ELENA",-2
"382609","1985_59976",1985-08-30,27.335304,-80.32233,"ELENA",-2
"382610","1985_59977",1985-08-30,25.994193,-80.118697,"ELENA",-2
"382611","1985_59978",1985-08-30,26.12685,-80.171852,"ELENA",-2
"382615","1985_59982",1985-08-30,26.371524,-80.081631,"ELENA",-2
"382616","1985_59983",1985-08-30,26.607931,-80.065422,"ELENA",-2
"382617","1985_59984",1985-08-30,30.414952,-87.228183,"ELENA",-2
"382618","1985_59985",1985-08-30,30.384443,-87.285487,"ELENA",-2
"382619","1985_59986",1985-08-30,30.442291,-87.2629,"ELENA",-2
"382620","1985_59987",1985-08-30,25.984751,-80.170217,"ELENA",-2
"382621","1985_59988",1985-08-30,25.951312,-80.168676,"ELENA",-2
"382622","1985_59989",1985-08-30,25.728661,-80.288302,"ELENA",-2
"382623","1985_59990",1985-08-30,25.855307,-80.181032,"ELENA",-2
"382624","1985_59991",1985-08-30,28.523799,-81.326331,"ELENA",-2
"382625","1985_59992",1985-08-30,28.279724,-81.420171,"ELENA",-2
"382627","1985_59994",1985-08-30,29.216454,-81.003651,"ELENA",-2
"382636","1985_60003",1985-08-30,26.181448,-81.697742,"ELENA",-2
"382640","1985_60007",1985-08-30,27.95109,-81.722503,"ELENA",-2
"382641","1985_60008",1985-08-30,26.618398,-81.598532,"ELENA",-2
"382649","1985_60016",1985-08-30,27.961725,-82.446461,"ELENA",-2
"382651","1985_60018",1985-08-30,27.872206,-82.278366,"ELENA",-2
"382652","1985_60019",1985-08-30,26.148611,-80.220281,"ELENA",-2
"382653","1985_60020",1985-08-30,28.069777,-80.686434,"ELENA",-2
"382654","1985_60021",1985-08-30,28.089857,-80.697152,"ELENA",-2
"382655","1985_60022",1985-08-30,28.173134,-80.590881,"ELENA",-2
"382657","1985_60024",1985-08-30,26.623653,-80.089003,"ELENA",-2
"382659","1985_60026",1985-08-30,27.210595,-81.856601,"ELENA",-2
"382660","1985_60027",1985-08-30,26.395431,-80.066419,"ELENA",-2
"382661","1985_60028",1985-08-30,26.68938,-80.232341,"ELENA",-2
"382662","1985_60029",1985-08-30,26.731772,-80.059472,"ELENA",-2
"382663","1985_60030",1985-08-30,26.684018,-80.67195,"ELENA",-2
"382668","1985_60035",1985-08-30,28.637351,-81.33547,"ELENA",-2
"382669","1985_60036",1985-08-30,28.630062,-81.34857,"ELENA",-2
"382670","1985_60037",1985-08-30,28.510697,-81.400178,"ELENA",-2
"382671","1985_60038",1985-08-30,28.627634,-81.374201,"ELENA",-2
"382672","1985_60039",1985-08-30,25.633016,-80.371447,"ELENA",-2
"382673","1985_60040",1985-08-30,25.775746,-80.201359,"ELENA",-2
"382674","1985_60041",1985-08-30,25.732303,-80.29144,"ELENA",-2
"382675","1985_60042",1985-08-30,25.845813,-80.24503,"ELENA",-2
"382676","1985_60043",1985-08-30,25.804893,-80.214931,"ELENA",-2
"382677","1985_60044",1985-08-30,25.804328,-80.187743,"ELENA",-2
"382678","1985_60045",1985-08-30,25.847973,-80.307971,"ELENA",-2
"382679","1985_60046",1985-08-30,29.267959,-81.096942,"ELENA",-2
"382680","1985_60047",1985-08-30,29.568705,-81.213861,"ELENA",-2
"382681","1985_60048",1985-08-30,28.885131,-81.283903,"ELENA",-2
"382682","1985_60049",1985-08-30,25.85462,-80.123222,"ELENA",-2
"382683","1985_60050",1985-08-30,25.443378,-80.488272,"ELENA",-2
"382684","1985_60051",1985-08-30,25.854071,-80.270652,"ELENA",-2
"382685","1985_60052",1985-08-30,25.834646,-80.240242,"ELENA",-2
"382686","1985_60053",1985-08-30,25.828936,-80.121842,"ELENA",-2
"382687","1985_60054",1985-08-30,28.910905,-82.461701,"ELENA",-2
"382692","1985_60059",1985-08-30,26.232501,-80.131332,"ELENA",-2
"382693","1985_60060",1985-08-30,26.16313,-80.213352,"ELENA",-2
"382694","1985_60061",1985-08-30,25.988231,-80.119105,"ELENA",-2
"382695","1985_60062",1985-08-30,26.009803,-80.158601,"ELENA",-2
"382696","1985_60063",1985-08-30,26.169441,-80.215171,"ELENA",-2
"382697","1985_60064",1985-08-30,28.020033,-82.167813,"ELENA",-2
"382701","1985_60068",1985-08-30,25.941368,-80.439168,"ELENA",-2
"382703","1985_60070",1985-08-30,27.401669,-80.861681,"ELENA",-2
"382704","1985_60071",1985-08-30,30.459714,-87.265435,"ELENA",-2
"382706","1985_60073",1985-08-30,25.861453,-80.219181,"ELENA",-2
"382707","1985_60074",1985-08-30,25.762628,-80.369433,"ELENA",-2
"382708","1985_60075",1985-08-30,25.776681,-80.249072,"ELENA",-2
"382709","1985_60076",1985-08-30,25.842093,-80.187321,"ELENA",-2
"382710","1985_60077",1985-08-30,25.780941,-80.246351,"ELENA",-2
"382711","1985_60078",1985-08-30,25.971738,-80.216111,"ELENA",-2
"382712","1985_60079",1985-08-30,25.770902,-80.241211,"ELENA",-2
"382713","1985_60080",1985-08-30,25.818722,-80.28356,"ELENA",-2
"382714","1985_60081",1985-08-30,25.846452,-80.150531,"ELENA",-2
"382715","1985_60082",1985-08-30,25.78117,-80.224472,"ELENA",-2
"382716","1985_60083",1985-08-30,28.533523,-81.377883,"ELENA",-2
"382717","1985_60084",1985-08-30,28.687092,-81.381533,"ELENA",-2
"382718","1985_60085",1985-08-30,26.336435,-80.073612,"ELENA",-2
"382719","1985_60086",1985-08-30,27.056146,-80.128672,"ELENA",-2
"382720","1985_60087",1985-08-30,26.59709,-80.05077,"ELENA",-2
"382721","1985_60088",1985-08-30,26.661024,-80.057303,"ELENA",-2
"382722","1985_60089",1985-08-30,26.686194,-80.051973,"ELENA",-2
"382723","1985_60090",1985-08-30,28.017153,-81.960542,"ELENA",-2
"382724","1985_60091",1985-08-30,28.785753,-81.278172,"ELENA",-2
"382725","1985_60092",1985-08-30,30.466653,-84.318141,"ELENA",-2
"382727","1985_60094",1985-08-30,29.218853,-81.00649,"ELENA",-2
"382731","1985_60098",1985-08-30,30.423821,-87.282004,"ELENA",-2
"382732","1985_60099",1985-08-30,30.505378,-87.270935,"ELENA",-2
"382733","1985_60100",1985-08-30,30.410707,-87.22159,"ELENA",-2
"382734","1985_60101",1985-08-30,26.57763,-80.051511,"ELENA",-2
"382735","1985_60102",1985-08-30,26.478917,-80.13823,"ELENA",-2
"382736","1985_60103",1985-08-30,26.597312,-80.052562,"ELENA",-2
"382737","1985_60104",1985-08-30,26.452554,-80.104941,"ELENA",-2
"382738","1985_60105",1985-08-30,28.54055,-82.381131,"ELENA",-2
"382739","1985_60106",1985-08-30,25.893468,-80.132982,"ELENA",-2
"382740","1985_60107",1985-08-30,25.7642,-80.297943,"ELENA",-2
"382741","1985_60108",1985-08-30,25.877048,-80.320281,"ELENA",-2
"382742","1985_60109",1985-08-30,25.834513,-80.278841,"ELENA",-2
"382743","1985_60110",1985-08-30,25.927018,-80.165033,"ELENA",-2
"382744","1985_60111",1985-08-30,25.766748,-80.316055,"ELENA",-2
"382745","1985_60112",1985-08-30,25.787455,-80.130532,"ELENA",-2
"382746","1985_60113",1985-08-30,28.457611,-81.376341,"ELENA",-2
"382747","1985_60114",1985-08-30,28.583251,-81.327793,"ELENA",-2
"382748","1985_60115",1985-08-30,28.612713,-81.330202,"ELENA",-2
"382749","1985_60116",1985-08-30,26.518593,-80.089001,"ELENA",-2
"382750","1985_60117",1985-08-30,26.519358,-80.065472,"ELENA",-2
"382751","1985_60118",1985-08-30,26.349725,-80.072538,"ELENA",-2
"382755","1985_60122",1985-08-30,27.181884,-80.207262,"ELENA",-2
"382756","1985_60123",1985-08-30,26.610583,-81.874571,"ELENA",-2
"382757","1985_60124",1985-08-30,30.396961,-84.29882,"ELENA",-2
"382758","1985_60125",1985-08-30,29.151054,-82.502099,"ELENA",-2
"382759","1985_60126",1985-08-30,25.990221,-80.134392,"ELENA",-2
"382760","1985_60127",1985-08-30,30.193242,-85.645748,"ELENA",-2
"382761","1985_60128",1985-08-30,27.991531,-82.414183,"ELENA",-2
"382763","1985_60130",1985-08-30,28.042849,-82.501221,"ELENA",-2
"382774","1985_60141",1985-08-30,25.770788,-80.132961,"ELENA",-2
"382784","1985_60151",1985-08-31,26.2017,-81.791677,"ELENA",-1
"382786","1985_60153",1985-08-31,26.193799,-81.697643,"ELENA",-1
"382787","1985_60154",1985-08-31,27.961643,-82.433364,"ELENA",-1
"382788","1985_60155",1985-08-31,27.994053,-82.313087,"ELENA",-1
"382790","1985_60157",1985-08-31,28.06166,-82.459393,"ELENA",-1
"382791","1985_60158",1985-08-31,28.115626,-80.672635,"ELENA",-1
"382792","1985_60159",1985-08-31,26.048108,-80.113482,"ELENA",-1
"382793","1985_60160",1985-08-31,26.216248,-80.092562,"ELENA",-1
"382794","1985_60161",1985-08-31,26.15569,-80.120541,"ELENA",-1
"382796","1985_60163",1985-08-31,28.021776,-81.967756,"ELENA",-1
"382797","1985_60164",1985-08-31,28.832041,-82.332698,"ELENA",-1
"382799","1985_60166",1985-08-31,26.603843,-80.166682,"ELENA",-1
"382800","1985_60167",1985-08-31,25.740983,-80.386491,"ELENA",-1
"382801","1985_60168",1985-08-31,25.774789,-80.248222,"ELENA",-1
"382802","1985_60169",1985-08-31,25.780618,-80.137683,"ELENA",-1
"382803","1985_60170",1985-08-31,27.553581,-81.813863,"ELENA",-1
"382808","1985_60175",1985-08-31,26.973453,-82.351141,"ELENA",-1
"382810","1985_60177",1985-08-31,28.042011,-81.99815,"ELENA",-1
"382811","1985_60178",1985-08-31,26.543765,-81.953692,"ELENA",-1
"382812","1985_60179",1985-08-31,26.623653,-80.089003,"ELENA",-1
"382813","1985_60180",1985-08-31,26.684653,-80.675482,"ELENA",-1
"382814","1985_60181",1985-08-31,26.361313,-80.108882,"ELENA",-1
"382815","1985_60182",1985-08-31,25.607838,-80.347814,"ELENA",-1
"382816","1985_60183",1985-08-31,25.740108,-80.346732,"ELENA",-1
"382817","1985_60184",1985-08-31,25.714828,-80.344202,"ELENA",-1
"382818","1985_60185",1985-08-31,25.794195,-80.129492,"ELENA",-1
"382819","1985_60186",1985-08-31,25.76467,-80.211433,"ELENA",-1
"382820","1985_60187",1985-08-31,25.934623,-80.18473,"ELENA",-1
"382821","1985_60188",1985-08-31,25.77006,-80.214512,"ELENA",-1
"382822","1985_60189",1985-08-31,25.833598,-80.215362,"ELENA",-1
"382823","1985_60190",1985-08-31,25.848738,-80.234252,"ELENA",-1
"382824","1985_60191",1985-08-31,26.336843,-80.217442,"ELENA",-1
"382825","1985_60192",1985-08-31,25.771013,-80.138585,"ELENA",-1
"382826","1985_60193",1985-08-31,30.443441,-87.231774,"ELENA",-1
"382829","1985_60196",1985-08-31,27.977848,-82.449741,"ELENA",-1
"382830","1985_60197",1985-08-31,27.952222,-82.458924,"ELENA",-1
"382832","1985_60199",1985-08-31,28.076764,-82.478108,"ELENA",-1
"382834","1985_60201",1985-08-31,26.162597,-80.262472,"ELENA",-1
"382835","1985_60202",1985-08-31,26.259712,-80.244812,"ELENA",-1
"382836","1985_60203",1985-08-31,26.15981,-80.150862,"ELENA",-1
"382837","1985_60204",1985-08-31,26.20922,-81.792973,"ELENA",-1
"382838","1985_60205",1985-08-31,26.108166,-81.715457,"ELENA",-1
"382846","1985_60213",1985-08-31,27.814831,-80.470564,"ELENA",-1
"382847","1985_60214",1985-08-31,27.495662,-81.485594,"ELENA",-1
"382848","1985_60215",1985-08-31,30.746851,-86.559725,"ELENA",-1
"382849","1985_60216",1985-08-31,25.919353,-80.170791,"ELENA",-1
"382850","1985_60217",1985-08-31,25.723062,-80.344361,"ELENA",-1
"382851","1985_60218",1985-08-31,25.782416,-80.267179,"ELENA",-1
"382852","1985_60219",1985-08-31,25.730504,-80.245201,"ELENA",-1
"382853","1985_60220",1985-08-31,25.834971,-80.202039,"ELENA",-1
"382854","1985_60221",1985-08-31,25.740122,-80.288841,"ELENA",-1
"382855","1985_60222",1985-08-31,25.772567,-80.133462,"ELENA",-1
"382856","1985_60223",1985-08-31,29.177525,-81.024048,"ELENA",-1
"382857","1985_60224",1985-08-31,28.587957,-81.52896,"ELENA",-1
"382858","1985_60225",1985-08-31,28.501319,-81.357732,"ELENA",-1
